name,price,ratings,url
Solar MPPT Controller Auto Adjustable Downward,"₱2,026.64",N/A,https://www.lazada.com.ph/products/pdp-i15387985164.html
【Trivony】 1000-5000W MPPT Charge Controller 12V/24V AUTO 48V 10A-40A Wind Turbine Generator Water Proof Regulator Rectifier Factory Price,"₱1,672.00",N/A,https://www.lazada.com.ph/products/pdp-i5254004133.html
"100A Solar MPPT Charge Controller 12V/24V/36V/48V Auto LCD Display Max 100V Input,Light/Time control,Wide Battery Compatibility","₱1,490.00",N/A,https://www.lazada.com.ph/products/pdp-i4079759921.html
"TaoZhong 40A/60A/100A Solar MPPT Charge Controller 12V/24V Auto Focus Tracking Solar Panel Charge Controller Regulator with Dual USB Port,LCD Display",₱356.00,N/A,https://www.lazada.com.ph/products/pdp-i1568304455.html
"Y&H MPPT 40A/60A/100A 12V/24V Auto Focus Tracking Solar Panel Charge Controller Regulator with Dual USB Port,LCD Display, Model:Wanderer BL912 (Blue)",₱326.00,N/A,https://www.lazada.com.ph/products/pdp-i1884032624.html
Aoyang 20A/40A/60A Solar MPPT Charge Controller 12V/24V Home Intelligent Charger Power Generation System,"₱1,300.00",N/A,https://www.lazada.com.ph/products/pdp-i4515201001.html
Original 600W MPPT Solar Charge Controller 40A 10-30V Adjustable OLED Display Smart Fan Photovoltaic,"₱2,888.00",N/A,https://www.lazada.com.ph/products/pdp-i5413376915.html
"25A MPPT Step-Down Solar Charge Controller, 720W Input 18V-80V, Auto Buck Output for 12V/24V Lithium, Lead-Acid, Gel Batteries","₱1,382.00",N/A,https://www.lazada.com.ph/products/pdp-i15437872357.html
Flowatt PWM Solar Controller 12V 24V Auto LCD Display Work For Lead Acid And Lithium Batt 10A 20A 30A Solar Charge Controller MPPT With Dual USB Backlight Car Battery Charger,₱139.00,N/A,https://www.lazada.com.ph/products/pdp-i4394321983.html
"Hot- <br>MPPT Solar Charge Controller 12V 24V 36V 48V Battery System Auto,PV Solar Panel Regulator","₱1,388.20",N/A,https://www.lazada.com.ph/products/pdp-i15443920558.html
Auto Solar Panel Chargers Regulator 100/80/150/200A MPPT Solar Charge Controller With LCD Display Efficient Charging,"₱2,402.00",N/A,https://www.lazada.com.ph/products/pdp-i5400285394.html
